ANALOG TESTS,BOUNDARY SCAN TESTS,CONTACT TEST,DISCHARGING CAPACITORS,FAILED_TESTS,FRAMESCAN,HIGH_RANGE_VALUE_TESTS,LINE,LOW_RANGE_VALUE_TESTS,MACHINE,PARENT_CASE_NO,PARENT_CIRCUIT_NO,POWERED ANALOG,POWER UP,SERIAL NO,SHORTS TESTING,TESTJET,WRKSTN_NM
1,0,0,0,3,0,0,Line1,0,CNC_011,CA3,NULL,0,0,CR31,0,1,CIRCUIT_LOAD
1,0,0,0,2,0,0,Line1,1,CNC_011,CA3,NULL,0,0,CR32,0,1,CIRCUIT_LOAD
0,0,0,0,2,1,0,Line1,0,CNC_011,NULL,NULL,0,0,CA3,1,0,CASE_LOAD
0,0,0,1,1,0,0,Line1,3,CNC_018,CA4,CR41,0,0,C411,0,0,CAPACITOR_LOAD
0,0,0,1,1,0,0,Line1,3,CNC_018,CA4,CR41,0,0,C412,0,0,CAPACITOR_LOAD
0,0,0,1,1,0,0,Line1,3,CNC_018,CA4,CR41,0,0,C413,0,0,CAPACITOR_LOAD
0,0,0,1,1,0,2,Line1,1,CNC_018,CA4,CR42,0,0,C421,0,0,CAPACITOR_LOAD
0,0,0,1,1,0,2,Line1,1,CNC_018,CA4,CR42,0,0,C422,0,0,CAPACITOR_LOAD
0,0,0,1,1,0,2,Line1,1,CNC_018,CA4,CR42,0,0,C423,0,0,CAPACITOR_LOAD
1,0,0,0,1,0,0,Line1,2,CNC_018,CA4,NULL,0,0,CR41,0,0,CIRCUIT_LOAD
1,0,0,0,1,0,1,Line1,1,CNC_018,CA4,NULL,0,0,CR42,0,0,CIRCUIT_LOAD
0,0,0,0,1,1,0,Line1,1,CNC_018,NULL,NULL,0,0,CA4,0,0,CASE_LOAD
0,0,1,1,2,0,0,Line1,2,CNC_020,CA5,CR51,0,0,C511,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,0,Line1,2,CNC_020,CA5,CR51,0,0,C512,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,0,Line1,2,CNC_020,CA5,CR51,0,0,C513,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,1,Line1,1,CNC_020,CA5,CR52,0,0,C521,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,1,Line1,1,CNC_020,CA5,CR52,0,0,C522,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,1,Line1,1,CNC_020,CA5,CR52,0,0,C523,0,0,CAPACITOR_LOAD
1,0,0,0,2,0,0,Line1,1,CNC_020,CA5,NULL,0,0,CR51,0,0,CIRCUIT_LOAD
1,0,0,0,2,0,1,Line1,0,CNC_020,CA5,NULL,0,0,CR52,0,0,CIRCUIT_LOAD
0,0,0,0,2,1,0,Line1,0,CNC_020,NULL,NULL,0,0,CA5,1,0,CASE_LOAD
0,1,1,1,3,0,0,Line1,1,CNC_025,CA6,CR61,0,0,C611,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,0,Line1,2,CNC_025,CA6,CR61,0,0,C612,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,0,Line1,2,CNC_025,CA6,CR61,0,0,C613,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,1,Line1,1,CNC_025,CA6,CR62,0,0,C621,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,1,Line1,1,CNC_025,CA6,CR62,0,0,C622,0,0,CAPACITOR_LOAD
0,0,1,1,2,0,1,Line1,1,CNC_025,CA6,CR62,0,0,C623,0,0,CAPACITOR_LOAD
1,0,0,0,2,0,0,Line1,1,CNC_025,CA6,NULL,0,0,CR61,0,0,CIRCUIT_LOAD
1,0,0,0,2,0,1,Line1,0,CNC_025,CA6,NULL,0,0,CR62,0,0,CIRCUIT_LOAD
0,0,0,0,2,1,0,Line1,0,CNC_025,NULL,NULL,0,0,CA6,1,0,CASE_LOAD
0,1,1,1,4,0,0,Line1,0,CNC_026,CA7,CR71,0,1,C711,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line1,0,CNC_026,CA7,CR71,0,1,C712,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line1,0,CNC_026,CA7,CR71,0,1,C713,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line1,0,CNC_026,CA7,CR72,0,1,C721,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line1,0,CNC_026,CA7,CR72,0,1,C722,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line1,0,CNC_026,CA7,CR72,0,1,C723,0,0,CAPACITOR_LOAD
1,0,0,0,3,0,0,Line1,0,CNC_026,CA7,NULL,0,0,CR71,0,1,CIRCUIT_LOAD
1,0,0,0,3,0,0,Line1,0,CNC_026,CA7,NULL,0,0,CR72,0,1,CIRCUIT_LOAD
0,0,0,0,2,1,0,Line1,0,CNC_026,NULL,NULL,0,0,CA7,1,0,CASE_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_028,CA8,CR81,0,0,C811,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_028,CA8,CR81,0,0,C812,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_028,CA8,CR81,0,0,C813,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_028,CA8,CR82,0,0,C821,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_028,CA8,CR82,0,0,C822,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_028,CA8,CR82,0,0,C823,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,3,CNC_028,CA8,NULL,0,0,CR81,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line2,3,CNC_028,CA8,NULL,0,0,CR82,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,0,Line2,2,CNC_028,NULL,NULL,0,0,CA8,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_030,CA9,CR91,0,0,C911,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_030,CA9,CR91,0,0,C912,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_030,CA9,CR91,0,0,C913,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_030,CA9,CR92,0,0,C921,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_030,CA9,CR92,0,0,C922,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_030,CA9,CR92,0,0,C923,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,0,CNC_030,CA9,NULL,0,0,CR91,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line2,0,CNC_030,CA9,NULL,0,0,CR92,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,0,CNC_030,NULL,NULL,0,0,CA9,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_035,CA10,CR101,0,0,C1011,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_035,CA10,CR101,0,0,C1012,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_035,CA10,CR101,0,0,C1013,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_035,CA10,CR102,0,0,C1021,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_035,CA10,CR102,0,0,C1022,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,0,CNC_035,CA10,CR102,0,0,C1023,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,0,CNC_035,CA10,NULL,0,0,CR101,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line2,0,CNC_035,CA10,NULL,0,0,CR102,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,0,CNC_035,NULL,NULL,0,0,CA10,0,0,CASE_LOAD
0,1,1,1,4,0,0,Line2,0,CNC_036,CA11,CR111,0,1,C1111,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line2,0,CNC_036,CA11,CR111,0,1,C1112,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line2,0,CNC_036,CA11,CR111,0,1,C1113,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line2,0,CNC_036,CA11,CR112,0,1,C1121,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line2,0,CNC_036,CA11,CR112,0,1,C1122,0,0,CAPACITOR_LOAD
0,1,1,1,4,0,0,Line2,0,CNC_036,CA11,CR112,0,1,C1123,0,0,CAPACITOR_LOAD
1,0,0,0,3,0,0,Line2,0,CNC_036,CA11,NULL,0,0,CR111,0,1,CIRCUIT_LOAD
1,0,0,0,3,0,0,Line2,0,CNC_036,CA11,NULL,0,0,CR112,0,1,CIRCUIT_LOAD
0,0,0,0,2,1,0,Line2,0,CNC_036,NULL,NULL,0,0,CA11,1,0,CASE_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_039,CA12,CR121,0,0,C1211,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_039,CA12,CR121,0,0,C1212,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_039,CA12,CR121,0,0,C1213,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_039,CA12,CR122,0,0,C1221,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_039,CA12,CR122,0,0,C1222,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_039,CA12,CR122,0,0,C1223,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,3,CNC_039,CA12,NULL,0,0,CR121,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,1,CNC_039,CA12,NULL,0,0,CR122,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_039,NULL,NULL,0,0,CA12,0,0,CASE_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_043,CA13,CR131,0,0,C1311,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_043,CA13,CR131,0,0,C1312,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_043,CA13,CR131,0,0,C1313,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_043,CA13,CR132,0,0,C1321,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_043,CA13,CR132,0,0,C1322,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_043,CA13,CR132,0,0,C1323,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,3,CNC_043,CA13,NULL,0,0,CR131,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,1,CNC_043,CA13,NULL,0,0,CR132,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_043,NULL,NULL,0,0,CA13,0,0,CASE_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_051,CA14,CR141,0,0,C1411,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_051,CA14,CR141,0,0,C1412,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,4,CNC_051,CA14,CR141,0,0,C1413,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_051,CA14,CR142,0,0,C1421,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_051,CA14,CR142,0,0,C1422,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,1,CNC_051,CA14,CR142,0,0,C1423,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line2,3,CNC_051,CA14,NULL,0,0,CR141,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line2,1,CNC_051,CA14,NULL,0,0,CR142,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line2,1,CNC_051,NULL,NULL,0,0,CA14,0,0,CASE_LOAD
0,0,0,0,0,0,0,Line3,4,CNC_053,CA15,CR151,0,0,C1511,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line3,4,CNC_053,CA15,CR151,0,0,C1512,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line3,4,CNC_053,CA15,CR151,0,0,C1513,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line3,1,CNC_053,CA15,CR152,0,0,C1521,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line3,1,CNC_053,CA15,CR152,0,0,C1522,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line3,1,CNC_053,CA15,CR152,0,0,C1523,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line3,3,CNC_053,CA15,NULL,0,0,CR151,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line3,1,CNC_053,CA15,NULL,0,0,CR152,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_053,NULL,NULL,0,0,CA15,0,0,CASE_LOAD
