ANALOG TESTS,BOUNDARY SCAN TESTS,CONTACT TEST,DISCHARGING CAPACITORS,FAILED_TESTS,FRAMESCAN,HIGH_RANGE_VALUE_TESTS,LINE,LOW_RANGE_VALUE_TESTS,MACHINE,PARENT_CASE_NO,PARENT_CIRCUIT_NO,POWERED ANALOG,POWER UP,SERIAL NO,SHORTS TESTING,TESTJET,WRKSTN_NM
1,0,0,1,0,0,4,Line3,4,CNC_020,CA20,CR203,0,0,C2031,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line3,4,CNC_020,CA20,,0,0,CR201,0,0,CIRCUIT_LOAD
0,0,1,0,2,0,4,Line3,3,CNC_020,CA20,,0,0,CR202,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,1,Line3,2,CNC_020,CA20,,0,0,CR203,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line3,2,CNC_020,,,0,0,CA20_T1,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line3,4,CNC_020,,,0,0,CA20_T2,0,0,CASE_LOAD
0,0,1,0,0,0,1,Line3,2,CNC_020,,,0,0,CA20_T3,0,0,CASE_LOAD
0,0,0,0,4,0,0,Line1,4,CNC_021,CA21,CR211,0,0,C2111,0,0,CAPACITOR_LOAD
0,0,0,1,0,0,1,Line1,4,CNC_021,CA21,CR212,0,0,C2121,0,0,CAPACITOR_LOAD
1,0,0,0,0,0,2,Line1,1,CNC_021,CA21,CR213,0,0,C2131,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,4,Line1,2,CNC_021,CA21,,0,0,CR211,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,2,Line1,4,CNC_021,CA21,,0,0,CR212,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,2,Line1,4,CNC_021,CA21,,0,0,CR213,0,0,CIRCUIT_LOAD
0,0,1,0,0,0,1,Line1,1,CNC_021,,,0,0,CA21_T1,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line1,1,CNC_021,,,0,0,CA21_T2,0,0,CASE_LOAD
0,0,0,0,0,0,3,Line1,1,CNC_021,,,0,0,CA21_T3,0,0,CASE_LOAD
0,0,0,0,0,0,2,Line2,3,CNC_022,CA22,CR221,0,0,C2211,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,0,Line2,2,CNC_022,CA22,CR222,0,0,C2221,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,1,Line2,3,CNC_022,CA22,CR223,0,0,C2231,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,3,CNC_022,CA22,,0,0,CR221,0,0,CIRCUIT_LOAD
0,0,0,0,2,0,0,Line2,0,CNC_022,CA22,,0,0,CR222,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,3,Line2,3,CNC_022,CA22,,0,0,CR223,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line2,2,CNC_022,,,0,0,CA22_T1,0,0,CASE_LOAD
0,0,0,1,0,0,1,Line2,1,CNC_022,,,0,0,CA22_T2,0,0,CASE_LOAD
0,0,0,0,2,0,1,Line2,0,CNC_022,,,0,0,CA22_T3,1,0,CASE_LOAD
0,0,1,0,0,0,2,Line3,3,CNC_023,CA23,CR231,0,0,C2311,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,0,Line3,3,CNC_023,CA23,CR232,0,0,C2321,0,0,CAPACITOR_LOAD
0,0,0,0,1,0,2,Line3,2,CNC_023,CA23,CR233,0,0,C2331,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,2,Line3,1,CNC_023,CA23,,0,0,CR231,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,2,Line3,0,CNC_023,CA23,,0,0,CR232,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,1,Line3,0,CNC_023,CA23,,0,0,CR233,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,3,Line3,4,CNC_023,,,0,0,CA23_T1,0,0,CASE_LOAD
0,0,0,0,3,1,1,Line3,2,CNC_023,,,0,0,CA23_T2,0,0,CASE_LOAD
0,0,0,0,0,1,1,Line3,0,CNC_023,,,0,0,CA23_T3,0,0,CASE_LOAD
0,0,0,0,0,1,1,Line1,4,CNC_024,CA24,CR241,0,0,C2411,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,4,Line1,2,CNC_024,CA24,CR242,0,0,C2421,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line1,4,CNC_024,CA24,CR243,0,0,C2431,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line1,1,CNC_024,CA24,,0,0,CR241,0,0,CIRCUIT_LOAD
0,0,0,0,2,1,0,Line1,2,CNC_024,CA24,,0,0,CR242,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,3,Line1,3,CNC_024,CA24,,0,0,CR243,0,0,CIRCUIT_LOAD
0,0,0,0,3,0,1,Line1,2,CNC_024,,,0,1,CA24_T1,0,0,CASE_LOAD
0,0,0,0,0,0,3,Line1,4,CNC_024,,,0,0,CA24_T2,0,0,CASE_LOAD
0,0,0,0,1,0,3,Line1,1,CNC_024,,,0,0,CA24_T3,0,0,CASE_LOAD
0,0,0,0,0,0,1,Line2,4,CNC_025,CA25,CR251,0,0,C2511,0,0,CAPACITOR_LOAD
0,0,0,0,1,0,2,Line2,4,CNC_025,CA25,CR252,0,0,C2521,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,3,Line2,4,CNC_025,CA25,CR253,0,0,C2531,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,4,Line2,2,CNC_025,CA25,,0,0,CR251,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,4,Line2,2,CNC_025,CA25,,0,0,CR252,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,4,Line2,1,CNC_025,CA25,,0,0,CR253,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,2,Line2,4,CNC_025,,,0,0,CA25_T1,0,0,CASE_LOAD
0,1,0,0,0,0,0,Line2,2,CNC_025,,,0,0,CA25_T2,0,0,CASE_LOAD
0,0,0,0,0,0,0,Line2,2,CNC_025,,,0,0,CA25_T3,0,0,CASE_LOAD
0,0,0,0,1,0,2,Line3,1,CNC_026,CA26,CR261,0,0,C2611,0,1,CAPACITOR_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_026,CA26,CR262,0,0,C2621,0,0,CAPACITOR_LOAD
0,0,0,0,0,0,2,Line3,3,CNC_026,CA26,CR263,0,0,C2631,0,0,CAPACITOR_LOAD
0,0,0,1,3,0,4,Line3,3,CNC_026,CA26,,0,0,CR261,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line3,1,CNC_026,CA26,,0,0,CR262,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,3,Line3,2,CNC_026,CA26,,0,0,CR263,0,0,CIRCUIT_LOAD
0,0,0,0,1,0,4,Line3,1,CNC_026,,,0,0,CA26_T1,0,0,CASE_LOAD
0,1,0,0,0,0,1,Line3,2,CNC_026,,,0,0,CA26_T2,0,0,CASE_LOAD
0,0,0,0,0,0,0,Line3,2,CNC_026,,,0,0,CA26_T3,0,0,CASE_LOAD
0,0,0,0,2,0,2,Line1,4,CNC_027,CA27,CR271,0,0,C2711,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,1,Line1,1,CNC_027,CA27,CR272,0,0,C2721,0,0,CAPACITOR_LOAD
0,0,0,0,2,0,2,Line1,3,CNC_027,CA27,CR273,0,0,C2731,0,0,CAPACITOR_LOAD
0,0,0,0,4,0,2,Line1,2,CNC_027,CA27,,0,0,CR271,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,4,Line1,4,CNC_027,CA27,,0,0,CR272,0,0,CIRCUIT_LOAD
0,0,0,0,4,0,0,Line1,1,CNC_027,CA27,,0,0,CR273,0,0,CIRCUIT_LOAD
0,0,0,0,0,0,1,Line1,0,CNC_027,,,0,0,CA27_T1,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line1,1,CNC_027,,,0,0,CA27_T2,0,0,CASE_LOAD
0,0,0,0,0,0,4,Line1,4,CNC_027,,,0,0,CA27_T3,0,0,CASE_LOAD
0,0,0,0,3,0,2,Line2,3,CNC_028,CA28,CR281,0,0,C2811,0,0,CAPACITOR_LOAD
